name,gramsPerCup
Cherries (chopped),160
Cherries (dried),142
"Cherries (fresh, pitted, chopped)",160
Cherries (frozen),113
"Cherries, canned",250
"Cherries, dried",160
"Cherries, frozen",150
"Cherries, maraschino",160
"Cherries, raw",150
Cherry Concentrate,336
Cherry pie filling,260
Chestnuts,143
Chia seeds,168
"Chicken breast, baked or broiled, skin eaten, from fast food / restaurant",135
"Chicken breast, baked or broiled, skin eaten, from pre-cooked",135
"Chicken breast, baked or broiled, skin not eaten, from fast food / restaurant",135
"Chicken breast, baked or broiled, skin not eaten, from pre-cooked",135
"Chicken breast, baked, broiled, or roasted with marinade, skin eaten, from raw",135
"Chicken breast, baked, broiled, or roasted with marinade, skin not eaten, from raw",135
"Chicken breast, baked, broiled, or roasted, skin eaten, from raw",135
"Chicken breast, baked, broiled, or roasted, skin not eaten, from raw",135
"Chicken breast, baked, coated, skin / coating eaten",135
"Chicken breast, baked, coated, skin / coating not eaten",135
"Chicken breast, fried, coated, prepared skinless, coating eaten, from raw",135
"Chicken breast, fried, coated, skin / coating eaten, from fast food / restaurant",135
"Chicken breast, fried, coated, skin / coating eaten, from pre-cooked",135
"Chicken breast, fried, coated, skin / coating eaten, from raw",135
"Chicken breast, fried, coated, skin / coating not eaten, from fast food / restaurant",135
"Chicken breast, fried, coated, skin / coating not eaten, from pre-cooked",135
"Chicken breast, fried, coated, skin / coating not eaten, from raw",135
"Chicken breast, grilled with sauce, skin eaten",165
"Chicken breast, grilled with sauce, skin not eaten",165
"Chicken breast, grilled without sauce, skin eaten",135
"Chicken breast, grilled without sauce, skin not eaten",135
"Chicken breast, NS as to cooking method, skin eaten",135
"Chicken breast, NS as to cooking method, skin not eaten",135
"Chicken breast, rotisserie, skin eaten",135
"Chicken breast, rotisserie, skin not eaten",135
"Chicken breast, sauteed, skin eaten",135
"Chicken breast, sauteed, skin not eaten",135
"Chicken breast, stewed, skin eaten",135
"Chicken breast, stewed, skin not eaten",135
Chicken cornbread,92
Chicken curry,240
Chicken curry with rice,200
"Chicken drumstick, baked or broiled, skin eaten, from fast food / restaurant",135
"Chicken drumstick, baked or broiled, skin eaten, from pre-cooked",135
"Chicken drumstick, baked or broiled, skin not eaten, from fast food / restaurant",135
"Chicken drumstick, baked or broiled, skin not eaten, from pre-cooked",135
"Chicken drumstick, baked, broiled, or roasted, skin eaten, from raw",135
"Chicken drumstick, baked, broiled, or roasted, skin not eaten, from raw",135
"Chicken drumstick, baked, coated, skin / coating eaten",135
"Chicken drumstick, baked, coated, skin / coating not eaten",135
"Chicken drumstick, fried, coated, prepared skinless, coating eaten, from raw",135
"Chicken drumstick, fried, coated, skin / coating eaten, from fast food / restaurant",135
"Chicken drumstick, fried, coated, skin / coating eaten, from pre-cooked",135
"Chicken drumstick, fried, coated, skin / coating eaten, from raw",135
"Chicken drumstick, fried, coated, skin / coating not eaten, from fast food / restaurant",135
"Chicken drumstick, fried, coated, skin / coating not eaten, from pre-cooked",135
"Chicken drumstick, fried, coated, skin / coating not eaten, from raw",135
"Chicken drumstick, grilled with sauce, skin eaten",165
"Chicken drumstick, grilled with sauce, skin not eaten",165
"Chicken drumstick, grilled without sauce, skin eaten",135
"Chicken drumstick, grilled without sauce, skin not eaten",135
"Chicken drumstick, NS as to cooking method, skin eaten",135
"Chicken drumstick, NS as to cooking method, skin not eaten",135
"Chicken drumstick, rotisserie, skin eaten",135
"Chicken drumstick, rotisserie, skin not eaten",135
"Chicken drumstick, sauteed, skin eaten",135
"Chicken drumstick, sauteed, skin not eaten",135
"Chicken drumstick, stewed, skin eaten",135
"Chicken drumstick, stewed, skin not eaten",135
Chicken egg foo yung,175
"Chicken fricassee, Puerto Rican style",223
"Chicken leg, drumstick and thigh, baked or broiled, skin eaten",135
"Chicken leg, drumstick and thigh, baked or broiled, skin not eaten",135
"Chicken leg, drumstick and thigh, baked, coated, skin / coating eaten",135
"Chicken leg, drumstick and thigh, baked, coated, skin / coating not eaten",135
"Chicken leg, drumstick and thigh, fried, coated, skin / coating eaten",135
"Chicken leg, drumstick and thigh, fried, coated, skin / coating not eaten",135
"Chicken leg, drumstick and thigh, grilled with sauce, skin eaten",165
"Chicken leg, drumstick and thigh, grilled with sauce, skin not eaten",165
"Chicken leg, drumstick and thigh, grilled without sauce, skin eaten",135
"Chicken leg, drumstick and thigh, grilled without sauce, skin not eaten",135
"Chicken leg, drumstick and thigh, NS as to cooking method, skin eaten",135
"Chicken leg, drumstick and thigh, NS as to cooking method, skin not eaten",135
"Chicken leg, drumstick and thigh, rotisserie, skin eaten",135
"Chicken leg, drumstick and thigh, rotisserie, skin not eaten",135
"Chicken leg, drumstick and thigh, sauteed, skin eaten",135
"Chicken leg, drumstick and thigh, sauteed, skin not eaten",135
"Chicken leg, drumstick and thigh, stewed, skin eaten",135
"Chicken leg, drumstick and thigh, stewed, skin not eaten",135
"Chicken nuggets, from fast food",140
"Chicken nuggets, from frozen",140
"Chicken nuggets, from other sources",140
"Chicken nuggets, from restaurant",140
"Chicken nuggets, from school lunch",140
"Chicken nuggets, NFS",140
"Chicken or turkey a la king with vegetables excluding carrorts, broccoli, and dark-green leafy; no potatoes, cream, white, or soup-based sauce",241
"Chicken or turkey a la king with vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cream, white, or soup-based sauce",241
"Chicken or turkey and corn hominy soup,  home recipe, Mexican style",238
Chicken or turkey and noodles with cheese sauce,224
Chicken or turkey and noodles with cream or white sauce,224
Chicken or turkey and noodles with gravy,224
Chicken or turkey and noodles with mushroom sauce,224
Chicken or turkey and noodles with soy-based sauce,224
Chicken or turkey and noodles with tomato-based sauce,224
"Chicken or turkey and noodles, no sauce",157
Chicken or turkey and potatoes with gravy,242
Chicken or turkey and rice with cream sauce,248
Chicken or turkey and rice with mushroom sauce,248
Chicken or turkey and rice with soy-based sauce,244
Chicken or turkey and rice with tomato-based sauce,244
"Chicken or turkey and rice, no sauce",196
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, cheese sauce",249
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, gravy",252
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, no sauce",162
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, soy-based sauce",217
"Chicken or turkey and vegetables excluding carrots, broccoli, and dark-green leafy; no potatoes, tomato-based sauce",249
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, cheese sauce",249
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, gravy",252
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, no sauce",162
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, soy-based sauce",217
"Chicken or turkey and vegetables including carrots, broccoli, and/or dark-green leafy; no potatoes, tomato-based sauce",249
"Chicken or turkey broth, bouillon, or consomme",240
"Chicken or turkey broth, less or reduced sodium, canned or ready-to-serve",240
"Chicken or turkey broth, without tomato, home recipe",240
Chicken or turkey cacciatore,244
"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing",90
"Chicken or turkey cake, patty, or croquette",140
Chicken or turkey chow mein or chop suey with noodles,220
"Chicken or turkey chow mein or chop suey, no noodles",220
Chicken or turkey cordon bleu,140
"Chicken or turkey corn soup with noodles, home recipe",251
"Chicken or turkey creole, without rice",246
Chicken or turkey divan,236
Chicken or turkey fricassee,244
"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style",223
"Chicken or turkey fricassee, with sauce, no potatoes, potatoes reported separately, Puerto Rican style",223
"Chicken or turkey garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",90
"Chicken or turkey garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",90
"Chicken or turkey garden salad, chicken and/or turkey, other vegetables excluding tomato and carrots, no dressing",90
"Chicken or turkey garden salad, chicken and/or turkey, tomato and/or carrots, other vegetables, no dressing",90
"Chicken or turkey gumbo soup, home recipe, canned or ready-to-serve",244
Chicken or turkey hash,190
"Chicken or turkey noodle soup, canned or ready-to-serve",241
"Chicken or turkey noodle soup, chunky style, canned or ready-to-serve",240
"Chicken or turkey noodle soup, cream of, home recipe, canned, or ready-to-serve",245
"Chicken or turkey noodle soup, home recipe",241
"Chicken or turkey noodle soup, reduced sodium, canned or ready-to-serve",238
Chicken or turkey parmigiana,209
"Chicken or turkey rice soup, canned, or ready-to-serve",241
"Chicken or turkey rice soup, home recipe",231
"Chicken or turkey rice soup, reduced sodium, canned, prepared with water or ready-to-serve",241
Chicken or turkey salad with egg,226
Chicken or turkey salad with nuts and/or fruits,226
"Chicken or turkey salad, made with any type of fat free dressing",226
"Chicken or turkey salad, made with creamy dressing",226
"Chicken or turkey salad, made with Italian dressing",226
"Chicken or turkey salad, made with light creamy dressing",226
"Chicken or turkey salad, made with light Italian dressing",226
"Chicken or turkey salad, made with light mayonnaise",226
"Chicken or turkey salad, made with light mayonnaise-type salad dressing",226
"Chicken or turkey salad, made with mayonnaise",226
"Chicken or turkey salad, made with mayonnaise-type salad dressing",226
"Chicken or turkey shish kabob with vegetables, excluding potatoes",154
Chicken or turkey souffle,159
"Chicken or turkey soup with dumplings and potatoes, home recipe, canned, or ready-to-serve",251
"Chicken or turkey soup with dumplings, home recipe, canned or ready-to-serve",241
"Chicken or turkey soup with vegetables and fruit, Asian Style",234
"Chicken or turkey soup with vegetables, broccoli, carrots, celery, potatoes and onions, Asian style",228
"Chicken or turkey soup, cream of, NS as to prepared with milk or water",244
"Chicken or turkey soup, cream of, prepared with milk",248
"Chicken or turkey stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato- based sauce",247
"Chicken or turkey stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",252
Chicken or turkey tetrazzini,246
"Chicken or turkey vegetable soup with noodles, stew type, chunky style, canned or ready-to-serve",240
"Chicken or turkey vegetable soup with rice, home recipe, Mexican style",242
"Chicken or turkey vegetable soup with rice, stew type, chunky style",240
"Chicken or turkey vegetable soup, canned, prepared with water or ready-to-serve",240
"Chicken or turkey vegetable soup, home recipe",239
"Chicken or turkey vegetable soup, stew type",240
Chicken or turkey with cheese sauce,241
Chicken or turkey with cream sauce,241
Chicken or turkey with dumplings,244
Chicken or turkey with mushroom sauce,256
Chicken or turkey with stuffing,200
Chicken or turkey with teriyaki,244
"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",90
"Chicken or turkey, breaded, fried, garden salad with cheese, chicken and/or turkey, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing",90
"Chicken or turkey, dumplings, and vegetables excluding carrots, broccoli, and dark green leafy; gravy",249
"Chicken or turkey, dumplings, and vegetables including carrots, broccoli, and/or dark green leafy; gravy",249
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",244
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",224
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",162
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",224
"Chicken or turkey, noodles, and vegetables excluding carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",224
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",244
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",224
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",224
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",162
"Chicken or turkey, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",224
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",252
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",252
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",252
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",162
"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",252
"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",252
"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",252
"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",252
